f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,-0.2669453,-0.048838403,-0.13121448,-0.5174168,-0.24553609,-0.18974067,-0.68906856,-0.4502467,-0.23499972,-0.83810717,-0.62757653,-0.2734322,-0.46180925,-0.8487175,-0.07757708,-0.5824124,-1.2099364,-0.14957014,-0.6339381,-1.4339448,-0.21422316,-0.66177857,-1.6330634,-0.26349363,-0.29680037,-0.9517742,-0.07768848,-0.3808192,-1.3703241,-0.13141067,-0.41909322,-1.6338189,-0.18753225,-0.44758663,-1.8541946,-0.23174247,-0.12901694,-0.9624288,-0.0996565,-0.18010719,-1.3506354,-0.16902252,-0.21057597,-1.5971667,-0.22274177,-0.24118204,-1.8146111,-0.26394105,0.046434745,-0.9001657,-0.13503456,0.08721549,-1.1778847,-0.20499189,0.11529417,-1.3703948,-0.24015589,0.13615449,-1.5566435,-0.26495343,HELLO
0.0,0.0,0.0,-0.25591382,-0.24123015,-0.16964716,-0.43613935,-0.6424433,-0.28061232,-0.5675971,-0.9913923,-0.3906662,-0.66708064,-1.2904211,-0.49414822,-0.081901036,-1.0715741,-0.17972592,0.030934723,-1.4950466,-0.32726115,0.118627496,-1.7683141,-0.40091693,0.20639452,-1.9996984,-0.4450626,0.10030364,-0.97934383,-0.17557009,0.21811777,-1.0936968,-0.44354665,0.09028728,-0.7473693,-0.5089375,-0.02209145,-0.55821633,-0.48967665,0.2692995,-0.8552324,-0.19122802,0.3905972,-0.9547436,-0.4463098,0.24937987,-0.6728735,-0.42820022,0.1086342,-0.5327392,-0.34385395,0.4194231,-0.7140051,-0.21806797,0.5633688,-0.98444873,-0.38074487,0.6492152,-1.1597661,-0.38781884,0.71714246,-1.3757727,-0.3517481,ILOVEYOU
0.0,0.0,0.0,-0.35392803,-0.09312721,-0.16427262,-0.61611366,-0.48618537,-0.20483693,-0.7027671,-0.9626987,-0.2401788,-0.6958472,-1.2976367,-0.2368537,-0.467697,-0.92427546,0.045230236,-0.45445198,-1.2372313,-0.115637325,-0.40263224,-0.870862,-0.17390005,-0.4003182,-0.73050857,-0.18465029,-0.24963272,-0.96618074,0.06464039,-0.23483725,-1.2609715,-0.116446234,-0.22004975,-0.7826815,-0.13613738,-0.2552788,-0.69025886,-0.09513921,-0.051147614,-0.9679768,0.03791597,-0.013184161,-1.2385865,-0.17458463,-0.031437058,-0.777883,-0.11808049,-0.07069222,-0.6476209,-0.015254561,0.15402651,-0.9383313,-0.0022615516,0.17797537,-1.1775019,-0.121671095,0.15065789,-0.861621,-0.069314495,0.10925131,-0.7245394,0.0073360247,A
0.0,0.0,0.0,-0.20559883,-0.190423,-0.0877759,-0.3211699,-0.49514318,-0.13807945,-0.19699754,-0.7341848,-0.18666606,-0.008363167,-0.79980385,-0.23515767,-0.32222787,-0.92160505,-0.040353946,-0.3387348,-1.2760918,-0.10413365,-0.32695875,-1.4966631,-0.17745344,-0.30693612,-1.6992735,-0.24023551,-0.17792426,-0.982304,-0.058496818,-0.2058815,-1.3741837,-0.102524556,-0.2086616,-1.6239821,-0.16822909,-0.21129464,-1.8561387,-0.22499493,-0.03173027,-0.9540384,-0.091623634,-0.057864554,-1.3279052,-0.13275354,-0.07159897,-1.5640669,-0.18272471,-0.08873314,-1.776677,-0.2262413,0.12687384,-0.8514674,-0.13773625,0.10685122,-1.140639,-0.17523132,0.082631685,-1.3223963,-0.19462684,0.055587012,-1.4833126,-0.21448784,B
0.0,0.0,0.0,-0.29524934,-0.18360871,-0.038073115,-0.5257092,-0.41290545,-0.09202891,-0.74574304,-0.5522822,-0.17666319,-0.9590694,-0.64203906,-0.25767973,-0.36977082,-0.909837,0.13989626,-0.5225579,-1.1834224,0.038791962,-0.66489553,-1.1984481,-0.0880518,-0.7977313,-1.1461418,-0.17293455,-0.2774666,-0.95688283,0.08595069,-0.4457726,-1.2847202,-0.034622278,-0.61452794,-1.2804855,-0.1733183,-0.7523704,-1.1615961,-0.25670284,-0.17365079,-0.9607284,0.007973104,-0.3212465,-1.3020118,-0.08262197,-0.5063146,-1.3040634,-0.15863316,-0.6510164,-1.1903678,-0.194652,-0.06100046,-0.9167943,-0.0797298,-0.20600276,-1.2140288,-0.12892832,-0.36798304,-1.2640129,-0.1574971,-0.5059316,-1.2114763,-0.17202304,C
0.0,0.0,0.0,-0.2624001,-0.22017495,-0.0997849,-0.42318863,-0.49192813,-0.15646423,-0.33463493,-0.7091991,-0.2137772,-0.15156047,-0.74231267,-0.2676849,-0.27064493,-1.0095545,-0.08789429,-0.29345253,-1.4367547,-0.18232504,-0.29364425,-1.671725,-0.2600303,-0.28867552,-1.8988932,-0.32671517,-0.072899565,-0.9916798,-0.106098264,-0.04626015,-1.2971064,-0.2519203,-0.06610837,-0.9515625,-0.29142183,-0.08370745,-0.7093432,-0.28834417,0.10242338,-0.91013646,-0.13886732,0.13643573,-1.1750737,-0.2698407,0.07536675,-0.872217,-0.24345082,0.03628639,-0.6459429,-0.19129582,0.26203468,-0.76373327,-0.1837968,0.3093965,-1.0304325,-0.26508442,0.24041577,-0.8636664,-0.234535,0.18777505,-0.6910353,-0.19293939,D
0.0,0.0,0.0,-0.28619257,-0.12128497,-0.08344937,-0.50845706,-0.4165926,-0.13862543,-0.42798588,-0.6622655,-0.2089764,-0.1842835,-0.6233141,-0.26476708,-0.36631674,-0.9201186,-0.0071954005,-0.38502997,-1.2424237,-0.13380092,-0.34723288,-0.9731663,-0.218511,-0.31779933,-0.7391691,-0.26032966,-0.18709795,-0.9818613,-0.030702947,-0.20488504,-1.3183953,-0.1663473,-0.175641,-0.9885164,-0.21124414,-0.16375095,-0.7376774,-0.20382594,-0.01007723,-0.98246807,-0.07919373,-0.0077698063,-1.3445851,-0.19588341,0.00095068204,-1.0478753,-0.18459144,-0.0051082075,-0.785854,-0.13758834,0.16204531,-0.9110019,-0.13995594,0.16841178,-1.2007828,-0.21292754,0.15337856,-1.0336664,-0.19696435,0.13842832,-0.84687257,-0.16135447,E
0.0,0.0,0.0,-0.216648,-0.06285689,-0.10883413,-0.4207933,-0.23218106,-0.20090064,-0.45980364,-0.41639674,-0.29533312,-0.3081696,-0.5681026,-0.37797478,-0.34933805,-0.8495929,-0.049315955,-0.42393705,-1.0343589,-0.21864897,-0.389788,-0.85893774,-0.36680117,-0.32750258,-0.6705453,-0.44433415,-0.19352125,-0.9782235,-0.07502237,-0.24481258,-1.383878,-0.1540592,-0.26018652,-1.6336927,-0.230435,-0.26030073,-1.8640028,-0.2883297,-0.028674472,-0.9689708,-0.13284123,0.0044506993,-1.3506287,-0.20901142,0.024545822,-1.5807133,-0.26183003,0.030045042,-1.7940639,-0.29635063,0.13484484,-0.85847056,-0.20449086,0.1742714,-1.14848,-0.24408378,0.19663653,-1.3241822,-0.23921025,0.20300567,-1.4956408,-0.23610215,F
0.0,0.0,0.0,-0.32411623,-0.21019948,-0.024811875,-0.5038949,-0.43870285,-0.09287687,-0.62062144,-0.60593766,-0.17218874,-0.7405928,-0.71426725,-0.24636914,-0.36840785,-0.98797685,-0.053041592,-0.6944211,-0.9251018,-0.17366603,-0.893504,-0.91750526,-0.26347724,-1.0495607,-0.91685456,-0.32705578,-0.25694633,-0.9599347,-0.11182125,-0.6420215,-0.68705976,-0.23114505,-0.55578107,-0.4758236,-0.25284594,-0.4416855,-0.46281,-0.25854117,-0.16812107,-0.82623935,-0.18246798,-0.5445647,-0.5212782,-0.2785005,-0.45867524,-0.34879488,-0.22586332,-0.3551531,-0.37041268,-0.18542758,-0.11107968,-0.6239743,-0.26288998,-0.4145883,-0.38619855,-0.33112743,-0.36439592,-0.27256158,-0.29908866,-0.27862895,-0.29755953,-0.2664872,G
0.0,0.0,0.0,-0.12193945,-0.40758,0.015223248,-0.3167711,-0.73261577,-0.04522428,-0.54455876,-0.8450541,-0.12242158,-0.7229972,-0.8761262,-0.21062495,-0.30706212,-1.1221758,-0.106134735,-0.68386906,-1.1509495,-0.21997729,-0.898349,-1.1498908,-0.3044003,-1.0865289,-1.1378354,-0.3628407,-0.2630251,-0.94649315,-0.18699865,-0.7111104,-0.92242163,-0.30273336,-0.96792513,-0.8874912,-0.36356166,-1.1846111,-0.8596299,-0.41304538,-0.24536608,-0.6942494,-0.26379827,-0.6764476,-0.5383544,-0.35993114,-0.5801526,-0.41675407,-0.3411226,-0.45252985,-0.38485083,-0.32475004,-0.2575151,-0.42444503,-0.3401046,-0.60814184,-0.3665651,-0.41044074,-0.54104173,-0.288574,-0.37598008,-0.41854814,-0.27797088,-0.34433582,H
0.0,0.0,0.0,-0.29779854,-0.10369955,-0.106949724,-0.5209178,-0.38769543,-0.17489713,-0.40259102,-0.68777114,-0.244122,-0.15604416,-0.7422101,-0.2876736,-0.44286948,-0.8835509,-0.07566757,-0.41114005,-1.0875902,-0.20508358,-0.34678346,-0.7826095,-0.27493453,-0.32130745,-0.5889417,-0.306055,-0.24497667,-0.9662897,-0.07918795,-0.21775757,-1.1563311,-0.24124216,-0.1708713,-0.77833426,-0.28785038,-0.16522342,-0.564403,-0.28163633,-0.05377138,-0.99483037,-0.10352509,-0.0153734535,-1.235544,-0.24638386,-0.011862905,-0.87130535,-0.22502972,-0.033032127,-0.59236,-0.16391711,0.123677954,-0.96845496,-0.1391319,0.1384688,-1.3205272,-0.21813035,0.14573805,-1.5271472,-0.22209565,0.1395995,-1.7392675,-0.20259179,I
0.0,0.0,0.0,-0.24063268,0.00019911682,-0.26966733,-0.5217314,0.003295062,-0.46819317,-0.6271855,0.13381936,-0.61878663,-0.5013294,0.2442,-0.73187697,-0.44866765,-0.84015346,-0.44265538,-0.47703716,-0.1303844,-0.6065003,-0.41990098,0.03891271,-0.65667784,-0.39009804,-0.116946876,-0.69692487,-0.13839939,-0.9043608,-0.40370432,-0.17871912,-0.024854632,-0.56599367,-0.18199064,0.026242027,-0.56181055,-0.1931979,-0.20525482,-0.5581108,0.1559231,-0.81923336,-0.3800362,0.087484725,-0.024360765,-0.51766455,0.054237925,0.005191311,-0.42410946,0.045727286,-0.20787546,-0.351765,0.40524483,-0.6753092,-0.38885826,0.32108623,-0.092762746,-0.50039196,0.27749926,-0.04344422,-0.47118127,0.2744076,-0.20160864,-0.43073678,YES
0.0,0.0,0.0,-0.21415061,-0.28245643,-0.15507126,-0.37464356,-0.69524014,-0.25297552,-0.5344051,-0.9883843,-0.34939945,-0.70134044,-1.2128407,-0.43482,-0.039402388,-1.0883065,-0.15320227,0.08522612,-1.4343497,-0.28755477,0.170354,-1.6751065,-0.33228698,0.26390135,-1.8957334,-0.3545137,0.13138509,-0.98236936,-0.13299786,0.22449067,-0.982633,-0.3137059,0.05669225,-0.6782077,-0.30691543,-0.008460298,-0.72857505,-0.25972998,0.2874152,-0.83427995,-0.13798638,0.39645785,-0.8193566,-0.35146305,0.21339107,-0.5758453,-0.3046228,0.10292283,-0.5952516,-0.21646309,0.42927173,-0.67561305,-0.15283531,0.5720881,-0.875416,-0.30803117,0.6436951,-1.0079832,-0.30767122,0.73891395,-1.1941608,-0.26754907,ILOVEYOU
0.0,0.0,0.0,-0.22736172,-0.14486407,-0.1497725,-0.43269873,-0.37250084,-0.23152745,-0.6033019,-0.5860984,-0.2981269,-0.7532777,-0.7449631,-0.3596038,-0.26463845,-0.93023956,-0.10756869,-0.32706624,-1.3009441,-0.1897561,-0.35264108,-1.5251229,-0.26328397,-0.35727277,-1.7225064,-0.31909522,-0.092934586,-0.9904709,-0.101639174,-0.100958765,-1.4126134,-0.1633143,-0.09820501,-1.6665381,-0.22240673,-0.090754606,-1.8806294,-0.26985165,0.06811332,-0.9595802,-0.11762341,0.104047924,-1.353247,-0.19061884,0.12865297,-1.5931553,-0.24169832,0.1448414,-1.8021439,-0.28087962,0.22009316,-0.85589415,-0.14859094,0.30515,-1.1168296,-0.21807809,0.36390695,-1.2907913,-0.24850774,0.41301876,-1.4555433,-0.27021167,HELLO
0.0,0.0,0.0,-0.35025197,-0.036855444,-0.13760783,-0.62459034,-0.4112619,-0.16925518,-0.7258334,-0.85751975,-0.19548683,-0.78710455,-1.1702194,-0.18765616,-0.5060977,-0.8711294,0.00029615418,-0.49993044,-1.1657045,-0.14573006,-0.42032152,-0.8158998,-0.19953914,-0.409403,-0.62920415,-0.21000862,-0.2976365,-0.95461464,0.011110319,-0.29773563,-1.2173141,-0.15116435,-0.2388056,-0.78060335,-0.179374,-0.2678639,-0.6415552,-0.15675062,-0.092343345,-0.98291665,-0.010995694,-0.08272477,-1.2517462,-0.19613916,-0.0528509,-0.813486,-0.13986307,-0.08836283,-0.63738126,-0.05109326,0.11521048,-0.9707186,-0.0431656,0.11785854,-1.2175161,-0.15541033,0.119291075,-0.9220177,-0.10264722,0.07365963,-0.7705591,-0.030393843,A
0.0,0.0,0.0,-0.34730673,-0.10208904,-0.13844158,-0.5946555,-0.48332947,-0.16984478,-0.66167086,-0.9276897,-0.19688556,-0.69303775,-1.2403786,-0.18868393,-0.44225392,-0.9193188,0.03332963,-0.4044762,-1.1971139,-0.11595249,-0.36448553,-0.832533,-0.17957968,-0.3781874,-0.6665626,-0.19823112,-0.2289272,-0.97244847,0.044004533,-0.20110017,-1.2342364,-0.123984985,-0.18913758,-0.7867467,-0.15958197,-0.23561242,-0.66828895,-0.14149053,-0.028303105,-0.9739464,0.018464174,0.007341082,-1.2409078,-0.17015123,-0.005061338,-0.8001618,-0.115968145,-0.054572146,-0.6444857,-0.027659426,0.17235725,-0.9366564,-0.017834846,0.19161507,-1.1755332,-0.12620835,0.16848056,-0.8731647,-0.07127642,0.11498852,-0.7392004,0.0016064817,A
0.0,0.0,0.0,-0.3426954,-0.16014397,-0.13638707,-0.53286356,-0.56773925,-0.16485061,-0.5456943,-1.0249842,-0.19315822,-0.5662481,-1.3439263,-0.18789506,-0.35259628,-0.9660603,0.06687933,-0.2927184,-1.2270525,-0.08997976,-0.28133932,-0.8702308,-0.1669139,-0.3146823,-0.7137711,-0.19177575,-0.13829122,-0.9873803,0.077172585,-0.09142243,-1.230658,-0.08638364,-0.119266756,-0.7877243,-0.12497788,-0.17851794,-0.6911482,-0.10757236,0.05712674,-0.9651041,0.046614163,0.11532971,-1.2159427,-0.14157426,0.06412677,-0.78171074,-0.09388451,0.004128065,-0.64245355,-0.007062068,0.248244,-0.90275997,0.0041704397,0.2955087,-1.1273856,-0.10204142,0.2400418,-0.8389692,-0.049659785,0.17503977,-0.7141305,0.02333704,A
0.0,0.0,0.0,-0.3257783,-0.14971532,-0.14289992,-0.5049439,-0.57354206,-0.1715467,-0.50657505,-1.0162427,-0.19658373,-0.522268,-1.3272101,-0.18878512,-0.33737338,-0.9736654,0.047680363,-0.26235172,-1.2166761,-0.10198593,-0.25032413,-0.8788645,-0.17094551,-0.2933049,-0.7332788,-0.19140278,-0.12603132,-0.9901578,0.060857717,-0.062722676,-1.2248819,-0.10292915,-0.09402446,-0.7956723,-0.13881989,-0.16223027,-0.6986731,-0.11639449,0.066322066,-0.9579203,0.034603905,0.14092885,-1.1795129,-0.15572731,0.08294256,-0.76115406,-0.11416782,0.008947556,-0.6377917,-0.029391965,0.25141975,-0.8844347,-0.003098967,0.3130521,-1.0911843,-0.11305153,0.25471368,-0.81381476,-0.065894105,0.18179142,-0.70070595,0.0045549874,A
0.0,0.0,0.0,-0.30685985,-0.23460728,-0.12735304,-0.45874938,-0.63576275,-0.1495172,-0.44346252,-1.0634314,-0.1712423,-0.43465808,-1.362805,-0.15852858,-0.26422194,-0.9907268,0.09049055,-0.19811097,-1.2320193,-0.054403253,-0.21211894,-0.8972873,-0.1305674,-0.25036076,-0.74115545,-0.15561068,-0.06501216,-0.99272984,0.101296164,0.006593712,-1.2193644,-0.060997315,-0.056225374,-0.81728405,-0.11242039,-0.12878609,-0.7226632,-0.101569526,0.1116632,-0.94487417,0.07335344,0.19911617,-1.1547918,-0.10416673,0.11180148,-0.7774054,-0.0719779,0.034302954,-0.6681671,0.0035142293,0.2807843,-0.8536287,0.034101725,0.34605053,-1.04141,-0.06290658,0.2686718,-0.7851269,-0.017501863,0.19416925,-0.68877137,0.049704134,A
0.0,0.0,0.0,-0.2892959,-0.23366635,-0.14487177,-0.4191728,-0.6573581,-0.17905061,-0.3866385,-1.0711806,-0.20901494,-0.3663489,-1.3655462,-0.20519005,-0.22234336,-1.0139059,0.050175752,-0.1287125,-1.2185214,-0.102301694,-0.15598166,-0.8810288,-0.17827374,-0.20695981,-0.7421305,-0.20403863,-0.017895792,-0.9976783,0.065710604,0.07189059,-1.1901071,-0.10665313,-0.0054718135,-0.78116226,-0.15345953,-0.08668639,-0.7001133,-0.1387122,0.1583175,-0.92824554,0.04250008,0.26794675,-1.1152837,-0.14943598,0.16518632,-0.74268,-0.1173419,0.07312317,-0.6389748,-0.039954327,0.3223112,-0.8190726,0.007891487,0.40922225,-0.9896965,-0.10494061,0.32237914,-0.74154025,-0.06449859,0.23073561,-0.6467313,0.0019199977,A
0.0,0.0,0.0,-0.2972984,-0.2264818,-0.16273318,-0.41905522,-0.6703814,-0.20504387,-0.37476996,-1.0962435,-0.23680428,-0.33643913,-1.3952957,-0.23215728,-0.20945175,-1.0317098,0.014575723,-0.09295792,-1.2371806,-0.13561156,-0.13545237,-0.8986708,-0.20103317,-0.20074694,-0.7619737,-0.22005989,-0.00070867373,-0.9992621,0.03840167,0.10549465,-1.1887505,-0.13139543,0.011828929,-0.7859358,-0.17061459,-0.08100937,-0.7132105,-0.15303513,0.17634802,-0.92561674,0.023817396,0.29637823,-1.095947,-0.16792096,0.17989197,-0.72440547,-0.13331267,0.07549578,-0.62989515,-0.05641296,0.3393211,-0.8155312,-0.003294851,0.4392508,-0.97642696,-0.11940501,0.34906194,-0.72841597,-0.082213975,0.25136736,-0.6375193,-0.019526327,A
0.0,0.0,0.0,-0.3278599,-0.13927105,-0.1460677,-0.52759767,-0.5165787,-0.18498942,-0.5575964,-0.94445425,-0.22018965,-0.5963122,-1.2567205,-0.22234249,-0.3851259,-0.9320006,0.028709121,-0.3310358,-1.2080917,-0.12359117,-0.29080972,-0.8794098,-0.1944922,-0.31398448,-0.70666176,-0.21542369,-0.18207704,-0.9824022,0.04163952,-0.1301624,-1.2385488,-0.12512392,-0.122130096,-0.8295925,-0.1696629,-0.18078782,-0.70614254,-0.1567485,0.007863526,-0.979895,0.01749187,0.0747016,-1.2345631,-0.17085366,0.056179434,-0.83576125,-0.13327968,-0.009951103,-0.6823347,-0.054488953,0.18884115,-0.93105215,-0.018356968,0.24329422,-1.1725456,-0.13038112,0.21728668,-0.90744203,-0.086114205,0.15406339,-0.7732306,-0.018863996,A
